globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
4670,items-4651-4700.json,20,2026,star salt jar,few,spice/star_salt_jar_few.png,yes,spice,spice,ingredient,,,star_salt_jar star salt jar star salt jar spice spice ingredient uncommon sack preserved spice magic food ingredient one few many crafted common
4671,items-4651-4700.json,21,2026,star salt jar,many,spice/star_salt_jar_many.png,yes,spice,spice,ingredient,,,star_salt_jar star salt jar star salt jar spice spice ingredient uncommon sack preserved spice magic food ingredient one few many crafted common
4672,items-4651-4700.json,22,2027,cinnamon bark roll,one,food/cinnamon_bark_roll.png,yes,food,spice,finished,,,cinnamon_bark_roll cinnamon bark roll cinnamon bark roll food spice finished common basket expires spice food finished one few many farmed common spoiled
4673,items-4651-4700.json,23,2027,cinnamon bark roll,few,food/cinnamon_bark_roll_few.png,yes,food,spice,finished,,,cinnamon_bark_roll cinnamon bark roll cinnamon bark roll food spice finished common basket expires spice food finished one few many farmed common spoiled
4674,items-4651-4700.json,24,2027,cinnamon bark roll,many,food/cinnamon_bark_roll_many.png,yes,food,spice,finished,,,cinnamon_bark_roll cinnamon bark roll cinnamon bark roll food spice finished common basket expires spice food finished one few many farmed common spoiled
4675,items-4651-4700.json,25,2028,vanilla pod tube,one,food/vanilla_pod_tube.png,yes,food,spice,finished,,,vanilla_pod_tube vanilla pod tube vanilla pod tube food spice finished uncommon basket expires spice food finished one few many farmed common fine
4676,items-4651-4700.json,26,2028,vanilla pod tube,few,food/vanilla_pod_tube_few.png,yes,food,spice,finished,,,vanilla_pod_tube vanilla pod tube vanilla pod tube food spice finished uncommon basket expires spice food finished one few many farmed common fine
4677,items-4651-4700.json,27,2028,vanilla pod tube,many,food/vanilla_pod_tube_many.png,yes,food,spice,finished,,,vanilla_pod_tube vanilla pod tube vanilla pod tube food spice finished uncommon basket expires spice food finished one few many farmed common fine
4678,items-4651-4700.json,28,2029,berry jam jar,one,food/berry_jam_jar.png,yes,food,spice,finished,,,berry_jam_jar berry jam jar berry jam jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4679,items-4651-4700.json,29,2029,berry jam jar,few,food/berry_jam_jar_few.png,yes,food,spice,finished,,,berry_jam_jar berry jam jar berry jam jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4680,items-4651-4700.json,30,2029,berry jam jar,many,food/berry_jam_jar_many.png,yes,food,spice,finished,,,berry_jam_jar berry jam jar berry jam jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4681,items-4651-4700.json,31,2030,pickled onion jar,one,food/pickled_onion_jar.png,yes,food,spice,finished,,,pickled_onion_jar pickled onion jar pickled onion jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4682,items-4651-4700.json,32,2030,pickled onion jar,few,food/pickled_onion_jar_few.png,yes,food,spice,finished,,,pickled_onion_jar pickled onion jar pickled onion jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4683,items-4651-4700.json,33,2030,pickled onion jar,many,food/pickled_onion_jar_many.png,yes,food,spice,finished,,,pickled_onion_jar pickled onion jar pickled onion jar food spice finished common basket expires food spice finished one few many farmed common spoiled
4684,items-4651-4700.json,34,2031,sailcloth roll,one,maritime/sailcloth_roll.png,yes,maritime,textile,finished,,,sailcloth_roll sailcloth roll sailcloth roll maritime textile finished common single none textile maritime finished one few crafted common port_specialty finished_good
4685,items-4651-4700.json,35,2032,blue brocade panel,one,curio/blue_brocade_panel.png,yes,curio,textile,curio,,,blue_brocade_panel blue brocade panel blue brocade panel curio textile curio uncommon single none textile luxury curio one few crafted common fine bulk_trade
4686,items-4651-4700.json,36,2033,sea silk scarf,one,textile/sea_silk_scarf.png,yes,textile,luxury,finished,,,sea_silk_scarf sea silk scarf sea silk scarf textile luxury finished uncommon roll none textile luxury finished one few many crafted common fine
4687,items-4651-4700.json,37,2033,sea silk scarf,few,textile/sea_silk_scarf_few.png,yes,textile,luxury,finished,,,sea_silk_scarf sea silk scarf sea silk scarf textile luxury finished uncommon roll none textile luxury finished one few many crafted common fine
4688,items-4651-4700.json,38,2033,sea silk scarf,many,textile/sea_silk_scarf_many.png,yes,textile,luxury,finished,,,sea_silk_scarf sea silk scarf sea silk scarf textile luxury finished uncommon roll none textile luxury finished one few many crafted common fine
4689,items-4651-4700.json,39,2034,gold thread spool,one,metal/gold_thread_spool.png,yes,metal,textile,raw,,,gold_thread_spool gold thread spool gold thread spool metal textile raw uncommon sack rusts textile luxury metal raw one few many mined common
4690,items-4651-4700.json,40,2034,gold thread spool,few,metal/gold_thread_spool_few.png,yes,metal,textile,raw,,,gold_thread_spool gold thread spool gold thread spool metal textile raw uncommon sack rusts textile luxury metal raw one few many mined common
4691,items-4651-4700.json,41,2034,gold thread spool,many,metal/gold_thread_spool_many.png,yes,metal,textile,raw,,,gold_thread_spool gold thread spool gold thread spool metal textile raw uncommon sack rusts textile luxury metal raw one few many mined common
4692,items-4651-4700.json,42,2035,bone needle case,one,curio/bone_needle_case.png,yes,curio,tool,curio,,,bone_needle_case bone needle case bone needle case curio tool curio common single none tool textile curio one few crafted common bulk_trade curio
4693,items-4651-4700.json,43,2036,pattern paper roll,one,curio/pattern_paper_roll.png,yes,curio,textile,curio,,,pattern_paper_roll pattern paper roll pattern paper roll curio textile curio common single none textile document curio one few crafted common bulk_trade curio
4694,items-4651-4700.json,44,2037,cured hide,one,leather/cured_hide.png,yes,leather,animal_goods,finished,,,cured_hide cured hide cured hide leather animal_goods finished common roll none leather animal_goods finished one few many crafted common craft_supply
4695,items-4651-4700.json,45,2037,cured hide,few,leather/cured_hide_few.png,yes,leather,animal_goods,finished,,,cured_hide cured hide cured hide leather animal_goods finished common roll none leather animal_goods finished one few many crafted common craft_supply
4696,items-4651-4700.json,46,2037,cured hide,many,leather/cured_hide_many.png,yes,leather,animal_goods,finished,,,cured_hide cured hide cured hide leather animal_goods finished common roll none leather animal_goods finished one few many crafted common craft_supply
4697,items-4651-4700.json,47,2038,waxed boot leather,one,leather/waxed_boot_leather.png,yes,leather,textile,finished,,,waxed_boot_leather waxed boot leather waxed boot leather leather textile finished common roll none leather textile finished one few many crafted common craft_supply
4698,items-4651-4700.json,48,2038,waxed boot leather,few,leather/waxed_boot_leather_few.png,yes,leather,textile,finished,,,waxed_boot_leather waxed boot leather waxed boot leather leather textile finished common roll none leather textile finished one few many crafted common craft_supply
4699,items-4651-4700.json,49,2038,waxed boot leather,many,leather/waxed_boot_leather_many.png,yes,leather,textile,finished,,,waxed_boot_leather waxed boot leather waxed boot leather leather textile finished common roll none leather textile finished one few many crafted common craft_supply
4700,items-4651-4700.json,50,2039,dyed strap bundle,one,leather/dyed_strap_bundle.png,yes,leather,tool,finished,,,dyed_strap_bundle dyed strap bundle dyed strap bundle leather tool finished common roll none leather tool finished one few many crafted common craft_supply
4701,items-4701-4750.json,1,2039,dyed strap bundle,few,leather/dyed_strap_bundle_few.png,yes,leather,tool,finished,,,dyed_strap_bundle dyed strap bundle dyed strap bundle leather tool finished common roll none leather tool finished one few many crafted common craft_supply
4702,items-4701-4750.json,2,2039,dyed strap bundle,many,leather/dyed_strap_bundle_many.png,yes,leather,tool,finished,,,dyed_strap_bundle dyed strap bundle dyed strap bundle leather tool finished common roll none leather tool finished one few many crafted common craft_supply
4703,items-4701-4750.json,3,2040,saddle pad,one,livestock/saddle_pad.png,yes,livestock,leather,animal,,,saddle_pad saddle pad saddle pad livestock leather animal common cage none leather livestock animal one farmed common stable bulk_trade leather
4704,items-4701-4750.json,4,2041,shell button blanks,one,curio/shell_button_blanks.png,yes,curio,animal_goods,curio,,,shell_button_blanks shell button blanks shell button blanks curio animal_goods curio common single none animal_goods textile curio one few crafted common bulk_trade curio
4705,items-4701-4750.json,5,2042,pine plank stack,one,wood/pine_plank_stack.png,yes,wood,construction,raw,,,pine_plank_stack pine plank stack pine plank stack wood construction raw common crate none wood construction curio raw one few many foraged common
4706,items-4701-4750.json,6,2042,pine plank stack,few,wood/pine_plank_stack_few.png,yes,wood,construction,raw,,,pine_plank_stack pine plank stack pine plank stack wood construction raw common crate none wood construction curio raw one few many foraged common
4707,items-4701-4750.json,7,2042,pine plank stack,many,wood/pine_plank_stack_many.png,yes,wood,construction,raw,,,pine_plank_stack pine plank stack pine plank stack wood construction raw common crate none wood construction curio raw one few many foraged common
4708,items-4701-4750.json,8,2043,oak beam,one,wood/oak_beam.png,yes,wood,construction,raw,,,oak_beam oak beam oak beam wood construction raw common crate none wood construction curio raw one few many foraged common
4709,items-4701-4750.json,9,2043,oak beam,few,wood/oak_beam_few.png,yes,wood,construction,raw,,,oak_beam oak beam oak beam wood construction raw common crate none wood construction curio raw one few many foraged common
4710,items-4701-4750.json,10,2043,oak beam,many,wood/oak_beam_many.png,yes,wood,construction,raw,,,oak_beam oak beam oak beam wood construction raw common crate none wood construction curio raw one few many foraged common
4711,items-4701-4750.json,11,2044,barrel stave bundle,one,wood/barrel_stave_bundle.png,yes,wood,container,raw,,,barrel_stave_bundle barrel stave bundle barrel stave bundle wood container raw common single none wood container raw one few foraged common craft_supply wood
4712,items-4701-4750.json,12,2045,pitch bucket,one,maritime/pitch_bucket.png,yes,maritime,tool,finished,,,pitch_bucket pitch bucket pitch bucket maritime tool finished common single none tool maritime finished one few crafted common port_specialty finished_good
4713,items-4701-4750.json,13,2046,slate tile stack,one,stone/slate_tile_stack.png,yes,stone,construction,raw,,,slate_tile_stack slate tile stack slate tile stack stone construction raw common single none stone construction curio raw one few mined common craft_supply
4714,items-4701-4750.json,14,2047,iron nail keg,one,metal/iron_nail_keg.png,yes,metal,construction,raw,,,iron_nail_keg iron nail keg iron nail keg metal construction raw common sack rusts metal construction raw one few many mined common craft_supply
4715,items-4701-4750.json,15,2047,iron nail keg,few,metal/iron_nail_keg_few.png,yes,metal,construction,raw,,,iron_nail_keg iron nail keg iron nail keg metal construction raw common sack rusts metal construction raw one few many mined common craft_supply
4716,items-4701-4750.json,16,2047,iron nail keg,many,metal/iron_nail_keg_many.png,yes,metal,construction,raw,,,iron_nail_keg iron nail keg iron nail keg metal construction raw common sack rusts metal construction raw one few many mined common craft_supply
4717,items-4701-4750.json,17,2048,bog iron ore,one,ore/bog_iron_ore.png,yes,ore,metal,raw,,,bog_iron_ore bog iron ore bog iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4718,items-4701-4750.json,18,2048,bog iron ore,few,ore/bog_iron_ore_few.png,yes,ore,metal,raw,,,bog_iron_ore bog iron ore bog iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4719,items-4701-4750.json,19,2048,bog iron ore,many,ore/bog_iron_ore_many.png,yes,ore,metal,raw,,,bog_iron_ore bog iron ore bog iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4720,items-4701-4750.json,20,2049,red iron ore,one,ore/red_iron_ore.png,yes,ore,metal,raw,,,red_iron_ore red iron ore red iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4721,items-4701-4750.json,21,2049,red iron ore,few,ore/red_iron_ore_few.png,yes,ore,metal,raw,,,red_iron_ore red iron ore red iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4722,items-4701-4750.json,22,2049,red iron ore,many,ore/red_iron_ore_many.png,yes,ore,metal,raw,,,red_iron_ore red iron ore red iron ore ore metal raw common sack none ore metal raw one few many mined common craft_supply
4723,items-4701-4750.json,23,2050,charcoal bundle,one,curio/charcoal_bundle.png,yes,curio,tool,curio,,,charcoal_bundle charcoal bundle charcoal bundle curio tool curio common single none tool metal curio one few crafted common bulk_trade curio
4724,items-4701-4750.json,24,2051,forge flux jar,one,alchemy/forge_flux_jar.png,yes,alchemy,metal,ingredient,,,forge_flux_jar forge flux jar forge flux jar alchemy metal ingredient common bottle volatile metal alchemy ingredient one few many foraged common bulk_trade
4725,items-4701-4750.json,25,2051,forge flux jar,few,alchemy/forge_flux_jar_few.png,yes,alchemy,metal,ingredient,,,forge_flux_jar forge flux jar forge flux jar alchemy metal ingredient common bottle volatile metal alchemy ingredient one few many foraged common bulk_trade
4726,items-4701-4750.json,26,2051,forge flux jar,many,alchemy/forge_flux_jar_many.png,yes,alchemy,metal,ingredient,,,forge_flux_jar forge flux jar forge flux jar alchemy metal ingredient common bottle volatile metal alchemy ingredient one few many foraged common bulk_trade
4727,items-4701-4750.json,27,2052,steel billet,one,metal/steel_billet.png,yes,metal,ingots,raw,,,steel_billet steel billet steel billet metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4728,items-4701-4750.json,28,2052,steel billet,few,metal/steel_billet_few.png,yes,metal,ingots,raw,,,steel_billet steel billet steel billet metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4729,items-4701-4750.json,29,2052,steel billet,many,metal/steel_billet_many.png,yes,metal,ingots,raw,,,steel_billet steel billet steel billet metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4730,items-4701-4750.json,30,2053,brass bar,one,metal/brass_bar.png,yes,metal,ingots,raw,,,brass_bar brass bar brass bar metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4731,items-4701-4750.json,31,2053,brass bar,few,metal/brass_bar_few.png,yes,metal,ingots,raw,,,brass_bar brass bar brass bar metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4732,items-4701-4750.json,32,2053,brass bar,many,metal/brass_bar_many.png,yes,metal,ingots,raw,,,brass_bar brass bar brass bar metal ingots raw common sack rusts metal ingots raw one few many mined common craft_supply
4733,items-4701-4750.json,33,2054,rivet tin,one,curio/rivet_tin.png,yes,curio,metal,curio,,,rivet_tin rivet tin rivet tin curio metal curio common single none metal tool curio one few crafted common bulk_trade curio
4734,items-4701-4750.json,34,2055,hinge blank,one,curio/hinge_blank.png,yes,curio,metal,curio,,,hinge_blank hinge blank hinge blank curio metal curio common single none metal construction curio one few crafted common bulk_trade curio
4735,items-4701-4750.json,35,2056,quenching oil jar,one,curio/quenching_oil_jar.png,yes,curio,metal,curio,,,quenching_oil_jar quenching oil jar quenching oil jar curio metal curio common single none metal tool curio one few crafted common bulk_trade curio
4736,items-4701-4750.json,36,2057,sea glass chips,one,art/sea_glass_chips.png,yes,art,gem,luxury,,,sea_glass_chips sea glass chips sea glass chips art gem luxury common single none gem glass luxury art one few crafted common fragile
4737,items-4701-4750.json,37,2058,moonstone pebble,one,curio/moonstone_pebble.png,yes,curio,gem,curio,,,moonstone_pebble moonstone pebble moonstone pebble curio gem curio uncommon single none gem luxury curio one few crafted common fine bulk_trade
4738,items-4701-4750.json,38,2059,pearl seed,one,seafood/pearl_seed.png,yes,seafood,gem,finished,,,pearl_seed pearl seed pearl seed seafood gem finished uncommon basket fresh gem seafood luxury finished one few many crafted common
4739,items-4701-4750.json,39,2059,pearl seed,few,seafood/pearl_seed_few.png,yes,seafood,gem,finished,,,pearl_seed pearl seed pearl seed seafood gem finished uncommon basket fresh gem seafood luxury finished one few many crafted common
4740,items-4701-4750.json,40,2059,pearl seed,many,seafood/pearl_seed_many.png,yes,seafood,gem,finished,,,pearl_seed pearl seed pearl seed seafood gem finished uncommon basket fresh gem seafood luxury finished one few many crafted common
4741,items-4701-4750.json,41,2060,mother of pearl tile,one,curio/mother_of_pearl_tile.png,yes,curio,gem,curio,,,mother_of_pearl_tile mother of pearl tile mother of pearl tile curio gem curio uncommon single none gem shell luxury curio one few crafted common fine
4742,items-4701-4750.json,42,2061,enamel powder jar,one,curio/enamel_powder_jar.png,yes,curio,gem,curio,,,enamel_powder_jar enamel powder jar enamel powder jar curio gem curio common single none gem art curio one few crafted common bulk_trade curio
4743,items-4701-4750.json,43,2062,farrier rasp,one,livestock/farrier_rasp.png,yes,livestock,tool,animal,,,farrier_rasp farrier rasp farrier rasp livestock tool animal common cage none tool livestock animal one farmed common stable bulk_trade animal
4744,items-4701-4750.json,44,2063,glassblower pipe,one,art/glassblower_pipe.png,yes,art,tool,luxury,,,glassblower_pipe glassblower pipe glassblower pipe art tool luxury uncommon single none tool glass art luxury one few crafted common fine
4745,items-4701-4750.json,45,2064,net mender shuttle,one,maritime/net_mender_shuttle.png,yes,maritime,tool,finished,,,net_mender_shuttle net mender shuttle net mender shuttle maritime tool finished common single none tool maritime finished one few crafted common port_specialty finished_good
4746,items-4701-4750.json,46,2065,rope splicing fid,one,maritime/rope_splicing_fid.png,yes,maritime,tool,finished,,,rope_splicing_fid rope splicing fid rope splicing fid maritime tool finished common single none tool maritime finished one few crafted common port_specialty finished_good
4747,items-4701-4750.json,47,2066,ledger ruler,one,curio/ledger_ruler.png,yes,curio,tool,curio,,,ledger_ruler ledger ruler ledger ruler curio tool curio common single none tool document curio one few crafted common bulk_trade curio
4748,items-4701-4750.json,48,2067,brass compass,one,travel/brass_compass.png,yes,travel,tool,finished,,,brass_compass brass compass brass compass travel tool finished uncommon single none tool travel finished one few crafted common fine bulk_trade
4749,items-4701-4750.json,49,2068,reed basket,one,household/reed_basket.png,yes,household,container,finished,,,reed_basket reed basket reed basket household container finished common single none container household finished one few crafted common bulk_trade finished_good
4750,items-4701-4750.json,50,2069,waxed pouch,one,travel/waxed_pouch.png,yes,travel,container,finished,,,waxed_pouch waxed pouch waxed pouch travel container finished common single none container travel finished one few crafted common bulk_trade finished_good
4751,items-4751-4800.json,1,2070,blueglass bottle,one,art/blueglass_bottle.png,yes,art,container,luxury,,,blueglass_bottle blueglass bottle blueglass bottle art container luxury common single none container glass art luxury one few crafted common fragile
4752,items-4751-4800.json,2,2071,clay amphora,one,drink/clay_amphora.png,yes,drink,container,finished,,,clay_amphora clay amphora clay amphora drink container finished common bottle expires container drinks drink finished one few many farmed common
4753,items-4751-4800.json,3,2071,clay amphora,few,drink/clay_amphora_few.png,yes,drink,container,finished,,,clay_amphora clay amphora clay amphora drink container finished common bottle expires container drinks drink finished one few many farmed common
4754,items-4751-4800.json,4,2071,clay amphora,many,drink/clay_amphora_many.png,yes,drink,container,finished,,,clay_amphora clay amphora clay amphora drink container finished common bottle expires container drinks drink finished one few many farmed common
4755,items-4751-4800.json,5,2072,padded gem case,one,curio/padded_gem_case.png,yes,curio,container,curio,,,padded_gem_case padded gem case padded gem case curio container curio common single none container luxury curio one few crafted common bulk_trade curio
4756,items-4751-4800.json,6,2073,potion rack,one,alchemy/potion_rack.png,yes,alchemy,container,ingredient,,,potion_rack potion rack potion rack alchemy container ingredient common bottle volatile container alchemy ingredient one few many foraged common bulk_trade
4757,items-4751-4800.json,7,2073,potion rack,few,alchemy/potion_rack_few.png,yes,alchemy,container,ingredient,,,potion_rack potion rack potion rack alchemy container ingredient common bottle volatile container alchemy ingredient one few many foraged common bulk_trade
4758,items-4751-4800.json,8,2073,potion rack,many,alchemy/potion_rack_many.png,yes,alchemy,container,ingredient,,,potion_rack potion rack potion rack alchemy container ingredient common bottle volatile container alchemy ingredient one few many foraged common bulk_trade
4759,items-4751-4800.json,9,2074,trail lantern,one,travel/trail_lantern.png,yes,travel,tool,finished,,,trail_lantern trail lantern trail lantern travel tool finished common single none travel tool finished one few crafted common bulk_trade finished_good
4760,items-4751-4800.json,10,2075,sunwax candle,one,religion/sunwax_candle.png,yes,religion,travel,luxury,,,sunwax_candle sunwax candle sunwax candle religion travel luxury common single none travel religion luxury one few blessed common blessed bulk_trade
4761,items-4751-4800.json,11,2076,road map,one,document/road_map.png,yes,document,travel,document,,,road_map road map road map document travel document common book none travel document one crafted common fragile dry bulk_trade document
4762,items-4751-4800.json,12,2077,toll pass,one,travel/toll_pass.png,yes,travel,document,finished,,,toll_pass toll pass toll pass travel document finished common single none travel document finished one few crafted common bulk_trade finished_good
4763,items-4751-4800.json,13,2078,saddlebag pair,one,travel/saddlebag_pair.png,yes,travel,leather,finished,,,saddlebag_pair saddlebag pair saddlebag pair travel leather finished common single none travel leather finished one few crafted common bulk_trade leather
4764,items-4751-4800.json,14,2079,caravan repair kit,one,travel/caravan_repair_kit.png,yes,travel,tool,finished,,,caravan_repair_kit caravan repair kit caravan repair kit travel tool finished common single none travel tool finished one few crafted common bulk_trade finished_good
4765,items-4751-4800.json,15,2080,weather charm,one,magic/weather_charm.png,yes,magic,travel,finished,,,weather_charm weather charm weather charm magic travel finished common bottle volatile travel magic finished one few many crafted common enchanted
4766,items-4751-4800.json,16,2080,weather charm,few,magic/weather_charm_few.png,yes,magic,travel,finished,,,weather_charm weather charm weather charm magic travel finished common bottle volatile travel magic finished one few many crafted common enchanted
4767,items-4751-4800.json,17,2080,weather charm,many,magic/weather_charm_many.png,yes,magic,travel,finished,,,weather_charm weather charm weather charm magic travel finished common bottle volatile travel magic finished one few many crafted common enchanted
4768,items-4751-4800.json,18,2081,tar pot,one,maritime/tar_pot.png,yes,maritime,tool,finished,,,tar_pot tar pot tar pot maritime tool finished common single none maritime tool finished one few crafted common port_specialty finished_good
4769,items-4751-4800.json,19,2082,sail patch kit,one,maritime/sail_patch_kit.png,yes,maritime,textile,finished,,,sail_patch_kit sail patch kit sail patch kit maritime textile finished common single none maritime textile finished one few crafted common port_specialty finished_good
4770,items-4751-4800.json,20,2083,brass fishhook tin,one,maritime/brass_fishhook_tin.png,yes,maritime,tool,finished,,,brass_fishhook_tin brass fishhook tin brass fishhook tin maritime tool finished common single none maritime tool finished one few crafted common port_specialty finished_good
4771,items-4751-4800.json,21,2084,crab trap,one,seafood/crab_trap.png,yes,seafood,maritime,finished,,,crab_trap crab trap crab trap seafood maritime finished common basket fresh maritime seafood finished one few many crafted common spoiled
4772,items-4751-4800.json,22,2084,crab trap,few,seafood/crab_trap_few.png,yes,seafood,maritime,finished,,,crab_trap crab trap crab trap seafood maritime finished common basket fresh maritime seafood finished one few many crafted common spoiled
4773,items-4751-4800.json,23,2084,crab trap,many,seafood/crab_trap_many.png,yes,seafood,maritime,finished,,,crab_trap crab trap crab trap seafood maritime finished common basket fresh maritime seafood finished one few many crafted common spoiled
4774,items-4751-4800.json,24,2085,tide chart,one,maritime/tide_chart.png,yes,maritime,document,finished,,,tide_chart tide chart tide chart maritime document finished common single none maritime document finished one few crafted common port_specialty finished_good
4775,items-4751-4800.json,25,2086,signal flag,one,maritime/signal_flag.png,yes,maritime,textile,finished,,,signal_flag signal flag signal flag maritime textile finished common single none maritime textile finished one few crafted common port_specialty finished_good
4776,items-4751-4800.json,26,2087,Ledger of Little Debts,one,curio/ledger_of_little_debts.png,yes,curio,book,curio,,,ledger_of_little_debts ledger of little debts ledger of little debts curio book curio common single none book document curio one few crafted common bulk_trade curio
4777,items-4751-4800.json,27,2088,Tide Almanac,one,maritime/tide_almanac.png,yes,maritime,book,finished,,,tide_almanac tide almanac tide almanac maritime book finished common single none book maritime finished one few crafted common port_specialty finished_good
4778,items-4751-4800.json,28,2089,Orchard Road Recipes,one,food/orchard_road_recipes.png,yes,food,book,finished,,,orchard_road_recipes orchard road recipes orchard road recipes food book finished common basket expires book food finished one few many farmed common spoiled
4779,items-4751-4800.json,29,2089,Orchard Road Recipes,few,food/orchard_road_recipes_few.png,yes,food,book,finished,,,orchard_road_recipes orchard road recipes orchard road recipes food book finished common basket expires book food finished one few many farmed common spoiled
4780,items-4751-4800.json,30,2089,Orchard Road Recipes,many,food/orchard_road_recipes_many.png,yes,food,book,finished,,,orchard_road_recipes orchard road recipes orchard road recipes food book finished common basket expires book food finished one few many farmed common spoiled
4781,items-4751-4800.json,31,2090,Harbor Beasts and How to Price Them,one,animal_goods/harbor_beasts_and_how_to_price_them.png,yes,animal_goods,book,raw,,,harbor_beasts_and_how_to_price_them harbor beasts and how to price them harbor beasts and how to price them animal_goods book raw common single none book animal_goods raw one few crafted common bulk_trade raw_material
4782,items-4751-4800.json,32,2091,Practical Charms for Rainy Markets,one,magic/practical_charms_for_rainy_markets.png,yes,magic,book,finished,,,practical_charms_for_rainy_markets practical charms for rainy markets practical charms for rainy markets magic book finished common bottle volatile book magic finished one few many crafted common enchanted
4783,items-4751-4800.json,33,2091,Practical Charms for Rainy Markets,few,magic/practical_charms_for_rainy_markets_few.png,yes,magic,book,finished,,,practical_charms_for_rainy_markets practical charms for rainy markets practical charms for rainy markets magic book finished common bottle volatile book magic finished one few many crafted common enchanted
4784,items-4751-4800.json,34,2091,Practical Charms for Rainy Markets,many,magic/practical_charms_for_rainy_markets_many.png,yes,magic,book,finished,,,practical_charms_for_rainy_markets practical charms for rainy markets practical charms for rainy markets magic book finished common bottle volatile book magic finished one few many crafted common enchanted
4785,items-4751-4800.json,35,2092,The Pearl Tax Tables,one,curio/the_pearl_tax_tables.png,yes,curio,book,curio,,,the_pearl_tax_tables the pearl tax tables the pearl tax tables curio book curio common single none book document curio one few crafted common bulk_trade curio
4786,items-4751-4800.json,36,2093,guild license,one,document/guild_license.png,yes,document,document,document,,,guild_license guild license guild license document document document common book none document one crafted common fragile dry bulk_trade document ordinary
4787,items-4751-4800.json,37,2094,painted fan,one,curio/painted_fan.png,yes,curio,art,curio,,,painted_fan painted fan painted fan curio art curio common single none art luxury curio one few crafted common bulk_trade curio
4788,items-4751-4800.json,38,2095,miniature harbor painting,one,curio/miniature_harbor_painting.png,yes,curio,art,curio,,,miniature_harbor_painting miniature harbor painting miniature harbor painting curio art curio common single none art luxury curio one few crafted common bulk_trade curio
4789,items-4751-4800.json,39,2096,puppet mask,one,curio/puppet_mask.png,yes,curio,art,curio,,,puppet_mask puppet mask puppet mask curio art curio common single none art game curio one few crafted common bulk_trade curio
4790,items-4751-4800.json,40,2097,lute string set,one,music/lute_string_set.png,yes,music,tool,luxury,,,lute_string_set lute string set lute string set music tool luxury common single none music tool luxury one few crafted common noble_luxury finished_good
4791,items-4751-4800.json,41,2098,tin whistle,one,music/tin_whistle.png,yes,music,luxury,luxury,,,tin_whistle tin whistle tin whistle music luxury luxury common single none music luxury one few crafted common noble_luxury finished_good ordinary
4792,items-4751-4800.json,42,2099,painted card deck,one,curio/painted_card_deck.png,yes,curio,game,curio,,,painted_card_deck painted card deck painted card deck curio game curio common single none game crowncards curio one few crafted common bulk_trade curio
4793,items-4751-4800.json,43,2100,fortune tiles,one,magic/fortune_tiles.png,yes,magic,game,finished,,,fortune_tiles fortune tiles fortune tiles magic game finished common bottle volatile game magic finished one few many crafted common enchanted
4794,items-4751-4800.json,44,2100,fortune tiles,few,magic/fortune_tiles_few.png,yes,magic,game,finished,,,fortune_tiles fortune tiles fortune tiles magic game finished common bottle volatile game magic finished one few many crafted common enchanted
4795,items-4751-4800.json,45,2100,fortune tiles,many,magic/fortune_tiles_many.png,yes,magic,game,finished,,,fortune_tiles fortune tiles fortune tiles magic game finished common bottle volatile game magic finished one few many crafted common enchanted
4796,items-4751-4800.json,46,2101,glowmoss bundle,one,alchemy/glowmoss_bundle.png,yes,alchemy,produce,ingredient,,,glowmoss_bundle glowmoss bundle glowmoss bundle alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4797,items-4751-4800.json,47,2101,glowmoss bundle,few,alchemy/glowmoss_bundle_few.png,yes,alchemy,produce,ingredient,,,glowmoss_bundle glowmoss bundle glowmoss bundle alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4798,items-4751-4800.json,48,2101,glowmoss bundle,many,alchemy/glowmoss_bundle_many.png,yes,alchemy,produce,ingredient,,,glowmoss_bundle glowmoss bundle glowmoss bundle alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4799,items-4751-4800.json,49,2102,frostroot,one,alchemy/frostroot.png,yes,alchemy,produce,ingredient,,,frostroot frostroot frostroot alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4800,items-4751-4800.json,50,2102,frostroot,few,alchemy/frostroot_few.png,yes,alchemy,produce,ingredient,,,frostroot frostroot frostroot alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
